User,CARD INDEX,Card Brand,Card Type,Card Number,Expires,CVV,Has Chip,Cards Issued,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web
1722,1,Mastercard,Debit,5427548263390254,12/2016,736,YES,1,1722,10/2010,2013,No
1722,2,Visa,Debit,4186305659535998,11/2020,674,YES,2,1722,12/2007,2013,No
1722,3,Mastercard,Debit,5507762507273350,01/2022,170,YES,1,1722,03/2005,2014,No
1722,4,Mastercard,Debit (Prepaid),5763661322183411,09/2020,688,YES,1,1722,11/2007,2013,No
1723,0,Mastercard,Debit (Prepaid),5133503724511818,08/2021,528,YES,2,1723,10/2007,2011,No
1723,1,Mastercard,Debit,5443684097691863,10/2022,473,YES,1,1723,08/2007,2011,No
1723,2,Visa,Debit,4551009502548949,05/2023,466,YES,1,1723,11/2015,2015,No
1723,3,Visa,Credit,4632232168339378,01/2020,970,YES,1,1723,04/2004,2011,No
1723,4,Amex,Credit,310400555625656,02/2020,226,YES,2,1723,01/2020,2020,No
1724,0,Visa,Debit,4925413173106257,05/2022,460,YES,1,1724,10/2011,2011,No
1724,1,Amex,Credit,327604676331354,02/2020,199,YES,1,1724,02/2020,2020,No
1725,0,Visa,Debit,4967103653953670,05/2021,962,YES,1,1725,07/2009,2013,No
1725,1,Mastercard,Debit,5497742793973953,09/2020,24,NO,2,1725,12/2001,2012,No
1726,0,Mastercard,Debit (Prepaid),5014318785325420,03/2024,622,YES,1,1726,10/2019,2019,No
1726,1,Visa,Debit,4417739183409950,01/2023,990,NO,1,1726,03/2015,2015,No
1726,2,Mastercard,Debit,5352211789998935,02/2021,443,YES,1,1726,02/2014,2014,No
1726,3,Mastercard,Debit,5410637796399201,09/2022,983,YES,1,1726,10/2013,2013,No
1726,4,Visa,Credit,4762138266799478,08/2022,495,YES,2,1726,07/2002,2010,No
1727,0,Visa,Debit,4363891861741725,03/2020,662,YES,2,1727,11/2013,2013,No
1727,1,Discover,Credit,6967609497983390,03/2023,334,YES,2,1727,10/2003,2012,No
1727,2,Mastercard,Debit,5267551356380608,12/2022,984,NO,2,1727,06/1999,2012,No
1727,3,Visa,Debit,4103248264872952,02/2016,23,YES,2,1727,11/2007,2013,No
1728,0,Visa,Credit,4051081191440795,02/2023,42,YES,1,1728,01/2020,2020,No
1728,1,Amex,Credit,383475654382335,05/2024,835,NO,2,1728,01/2020,2020,No
1729,0,Visa,Debit,4837452802436823,05/2022,288,YES,1,1729,07/2006,2008,No
1730,0,Mastercard,Debit,5503001623065365,04/2020,552,YES,1,1730,02/2002,2006,No
1730,1,Visa,Debit,4776377960241200,12/2022,190,YES,2,1730,07/2010,2010,No
1731,0,Mastercard,Debit,5178473684405564,12/2022,562,YES,1,1731,12/2009,2010,No
1731,1,Mastercard,Credit,5012197802964363,02/2016,674,YES,2,1731,08/2013,2013,No
1731,2,Mastercard,Debit (Prepaid),5855938431811539,04/2017,656,YES,1,1731,07/2003,2011,No
1732,0,Amex,Credit,337444224350580,12/2022,542,YES,2,1732,02/2020,2020,No
1733,0,Mastercard,Debit,5799169833597049,01/2021,85,YES,1,1733,06/2006,2013,No
1733,1,Amex,Credit,345109128105029,02/2024,963,YES,2,1733,01/2015,2015,No
1734,0,Mastercard,Debit,5158280368787690,10/2024,616,YES,1,1734,06/2002,2011,No
1734,1,Visa,Debit,4077584980284629,12/2021,84,NO,2,1734,01/2011,2014,No
1734,2,Mastercard,Debit,5978884065247077,10/2024,708,YES,2,1734,06/2007,2007,No
1734,3,Discover,Credit,6977627305195042,03/2022,233,YES,2,1734,09/2016,2016,No
1734,4,Visa,Debit (Prepaid),4065795089404702,08/2023,765,NO,1,1734,03/2007,2007,No
1734,5,Mastercard,Debit (Prepaid),5320344964229690,01/2021,628,YES,1,1734,01/2014,2014,No
1734,6,Mastercard,Debit,5879372260390616,05/2022,403,YES,1,1734,07/2011,2011,No
1734,7,Visa,Debit,4910341780863441,11/2022,246,YES,1,1734,05/2013,2013,No
1735,0,Mastercard,Debit,5913847569907564,03/2024,237,YES,2,1735,01/2009,2009,No
1735,1,Mastercard,Debit,5349556696203116,05/2024,875,YES,1,1735,07/2008,2011,No
1735,2,Visa,Credit,4295192613583548,03/2023,349,YES,2,1735,01/2020,2020,No
1736,0,Amex,Credit,356005165062230,10/2021,507,YES,1,1736,12/2008,2008,No
1736,1,Mastercard,Debit,5240082203312523,05/2021,393,YES,1,1736,06/2009,2009,No
1736,2,Mastercard,Debit,5127936739014860,01/2023,896,YES,1,1736,09/2008,2011,No
1737,0,Mastercard,Debit,5689212244021237,08/2022,924,YES,2,1737,02/2020,2020,No
1738,0,Visa,Debit,4621223878831288,06/2016,682,YES,2,1738,10/2015,2015,No
1738,1,Mastercard,Debit,5395339623143984,09/2020,501,YES,2,1738,11/2013,2013,No
1738,2,Mastercard,Credit,5135678062479808,07/2021,505,YES,1,1738,05/2010,2016,No
1738,3,Mastercard,Debit (Prepaid),5670005225763179,07/2015,698,YES,1,1738,07/2010,2011,No
1738,4,Mastercard,Debit,5818161374881413,06/2014,212,NO,2,1738,06/2009,2010,No
1739,0,Mastercard,Debit,5517723360584005,07/2013,347,YES,1,1739,07/2004,2009,No
1739,1,Mastercard,Credit,5237138657431099,09/2023,589,YES,1,1739,04/2011,2011,No
1739,2,Mastercard,Debit,5974924187009496,06/2022,102,YES,2,1739,02/2008,2010,No
1739,3,Mastercard,Debit,5764898909630971,04/2020,255,YES,2,1739,07/1998,2014,No
1740,0,Mastercard,Credit,5591895053896003,02/2020,836,YES,1,1740,01/2020,2020,No
1740,1,Mastercard,Debit (Prepaid),5076996431094044,01/2022,241,YES,1,1740,01/2020,2020,No
1741,0,Visa,Credit,4816860056537332,11/2022,197,YES,1,1741,06/2011,2014,No
1741,1,Mastercard,Debit,5764651900129904,03/2024,596,YES,1,1741,06/2009,2013,No
1741,2,Visa,Debit,4991364969575729,01/2021,244,YES,2,1741,06/2010,2015,No
1741,3,Mastercard,Debit,5557499918915420,01/2021,576,YES,2,1741,04/1994,2012,No
1742,0,Mastercard,Debit,5675256776194426,01/2021,833,NO,1,1742,08/1998,2011,No
1742,1,Mastercard,Debit,5595385125014567,08/2023,519,YES,1,1742,09/2008,2008,No
1742,2,Amex,Credit,335445013271477,09/2022,999,YES,1,1742,12/2010,2013,No
1742,3,Amex,Credit,339792898644120,06/2023,936,YES,1,1742,06/2011,2011,No
1743,0,Visa,Credit,4300321753140483,08/2022,628,YES,2,1743,03/2015,2015,No
1744,0,Visa,Debit,4191974309505453,01/2018,802,YES,2,1744,06/2008,2014,No
1744,1,Mastercard,Debit,5404392353169210,10/2020,819,YES,1,1744,05/2005,2007,No
1744,2,Visa,Debit,4475946693710004,11/2006,530,YES,2,1744,10/2006,2013,No
1745,0,Mastercard,Debit,5089930923373798,08/2020,17,YES,1,1745,04/2010,2010,No
1745,1,Mastercard,Debit,5773396250865734,02/2019,800,YES,2,1745,12/2016,2016,No
1745,2,Visa,Debit,4246551286869282,08/2022,593,YES,2,1745,02/2018,2018,No
1745,3,Visa,Debit,4515082319612545,02/2020,194,YES,1,1745,01/2017,2017,No
1746,0,Visa,Debit,4107644655969763,10/2017,870,YES,1,1746,05/2009,2009,No
1746,1,Mastercard,Debit,5164840016148969,08/2023,26,YES,2,1746,05/2010,2014,No
1747,0,Mastercard,Debit,5550568534248004,07/2024,941,YES,2,1747,01/2008,2009,No
1747,1,Mastercard,Debit,5549004168547038,02/2021,29,YES,1,1747,08/2006,2011,No
1747,2,Visa,Debit,4982899751098466,02/2020,864,YES,1,1747,09/2015,2015,No
1747,3,Visa,Debit,4249726842929939,07/2022,917,YES,1,1747,08/2014,2014,No
1747,4,Visa,Credit,4161722287532690,10/2010,265,YES,1,1747,09/2010,2016,No
1747,5,Mastercard,Debit (Prepaid),5921304090510635,07/2022,404,YES,2,1747,02/2008,2017,No
1748,0,Mastercard,Debit,5037463911586202,05/2021,117,YES,1,1748,10/2012,2012,No
1748,1,Mastercard,Debit,5078145607261496,07/2021,614,YES,2,1748,01/2020,2020,No
1749,0,Visa,Debit,4777168194473448,12/2024,558,YES,2,1749,01/2020,2020,No
1749,1,Visa,Credit,4696113920786154,07/2020,495,YES,2,1749,01/2020,2020,No
1749,2,Mastercard,Debit,5452689036471935,07/2024,803,YES,1,1749,01/2020,2020,No
1750,0,Visa,Credit,4269419419379307,02/2024,906,YES,2,1750,01/2020,2020,No
1751,0,Visa,Debit,4097047880363971,10/2024,652,YES,2,1751,02/2020,2020,No
1752,0,Visa,Credit,4972676446491092,06/2022,555,NO,2,1752,02/2010,2010,No
1752,1,Mastercard,Debit,5710919174207434,09/2021,13,NO,1,1752,12/2005,2009,No
1752,2,Visa,Debit (Prepaid),4394875861818282,03/2021,15,YES,2,1752,09/2008,2008,No
1752,3,Mastercard,Debit,5615301359229492,06/2008,29,NO,1,1752,10/2006,2009,No
1753,0,Visa,Debit,4419460752105618,02/2023,113,YES,1,1753,01/2010,2010,No
1753,1,Mastercard,Debit,5642115649403351,03/2020,731,YES,1,1753,06/2009,2009,No
1753,2,Visa,Credit,4199299822093543,09/2015,515,YES,2,1753,01/2008,2008,No
1753,3,Mastercard,Debit,5479463619359581,08/2023,700,YES,2,1753,10/2006,2014,No
1753,4,Mastercard,Debit,5499930396917667,11/2021,570,YES,1,1753,02/1996,2012,No
1753,5,Visa,Credit,4445565501557714,09/2020,474,YES,2,1753,06/2011,2011,No
1754,0,Visa,Credit,4570269578447082,02/2024,74,YES,2,1754,02/2020,2020,No
1754,1,Mastercard,Debit,5118294961901335,01/2020,713,YES,1,1754,01/2020,2020,No
1755,0,Visa,Debit,4400094918183273,06/2020,700,NO,1,1755,01/2007,2009,No
1755,1,Mastercard,Credit,5413710543564908,10/2024,454,YES,1,1755,12/2019,2019,No
1756,0,Mastercard,Debit,5918070737334540,09/2023,879,YES,2,1756,10/2004,2007,No
1757,0,Mastercard,Debit,5601819028761095,05/2023,832,NO,1,1757,12/2010,2010,No
1757,1,Visa,Credit,4309358602980982,08/2023,207,YES,1,1757,04/2006,2011,No
1757,2,Visa,Credit,4744339709686056,06/2020,810,YES,2,1757,07/2009,2010,No
1757,3,Mastercard,Debit,5945500533879840,01/2023,428,YES,1,1757,12/2016,2016,No
1757,4,Mastercard,Credit,5079922576804283,10/2022,242,YES,2,1757,11/2010,2010,No
1758,0,Mastercard,Debit (Prepaid),5390553032149250,02/2024,292,NO,2,1758,01/2020,2020,No
1758,1,Mastercard,Debit,5120169290018670,02/2022,784,YES,1,1758,03/2011,2011,No
1758,2,Mastercard,Debit,5538394493237764,07/2019,115,YES,1,1758,08/2011,2011,No
1758,3,Visa,Debit,4377250779161296,02/2024,393,YES,1,1758,06/2008,2010,No
1759,0,Mastercard,Debit (Prepaid),5333013779987101,01/2009,836,YES,2,1759,05/2007,2009,No
1759,1,Visa,Credit,4033661530367499,01/2023,95,YES,2,1759,02/2012,2012,No
1759,2,Discover,Credit,6268816898046008,05/2022,829,YES,1,1759,11/2011,2011,No
1760,0,Visa,Debit (Prepaid),4550158721667391,05/2020,764,YES,1,1760,11/2013,2013,No
1760,1,Visa,Debit,4691816721269524,11/2023,564,YES,2,1760,10/2006,2009,No
1760,2,Visa,Credit,4392345136564007,01/2024,539,YES,1,1760,08/2007,2012,No
1760,3,Visa,Credit,4174000010311703,07/2023,922,YES,1,1760,07/2016,2016,No
1761,0,Visa,Debit,4086714175586108,05/2010,977,YES,2,1761,05/2008,2015,No
1761,1,Visa,Debit,4224384711964351,03/2015,585,YES,2,1761,02/2006,2015,No
1761,2,Mastercard,Debit (Prepaid),5454320123258478,03/2020,429,YES,1,1761,02/2010,2010,No
1762,0,Mastercard,Debit,5666750494047679,04/2023,756,NO,1,1762,09/2008,2008,No
1762,1,Mastercard,Debit,5482357093415075,11/2024,625,YES,1,1762,02/2020,2020,No
1763,0,Visa,Debit (Prepaid),4940092514148148,01/2024,337,YES,2,1763,02/2020,2020,No
1764,0,Visa,Credit,4472791439889132,10/2020,900,YES,2,1764,01/2006,2009,No
1764,1,Visa,Debit,4961188850895805,08/2021,629,NO,1,1764,02/2010,2015,No
1764,2,Visa,Debit,4061229587825801,08/2024,127,YES,1,1764,09/2008,2013,No
1764,3,Visa,Credit,4846362912981071,03/2013,650,YES,1,1764,01/2013,2013,No
1765,0,Mastercard,Debit,5481399554489218,08/2019,754,NO,2,1765,11/2009,2010,No
1766,0,Mastercard,Debit,5932064740893460,01/2023,263,NO,1,1766,03/2008,2009,No
1766,1,Mastercard,Credit,5226320820755917,04/2020,569,YES,1,1766,01/2008,2008,No
1766,2,Mastercard,Debit,5721088827990781,07/2022,570,YES,2,1766,05/2003,2013,No
1766,3,Mastercard,Debit,5031033208388940,03/2024,565,YES,2,1766,01/2010,2012,No
1766,4,Visa,Debit,4366735799878155,06/2023,763,YES,1,1766,08/1998,2015,No
1766,5,Mastercard,Credit,5102494493150212,12/2014,615,YES,1,1766,12/2010,2010,No
1766,6,Mastercard,Debit,5212081047458870,11/2021,836,YES,1,1766,08/2017,2017,No
1767,0,Visa,Debit,4417317940986636,04/2022,598,NO,1,1767,02/2020,2020,No
1768,0,Mastercard,Debit,5585235709223011,09/2020,555,YES,1,1768,09/2013,2013,No
1768,1,Discover,Credit,6638748785809862,06/2021,943,YES,1,1768,05/2002,2011,No
1768,2,Discover,Credit,6128331852366832,02/2019,56,YES,2,1768,04/2015,2015,No
1769,0,Visa,Credit,4192874179326162,07/2021,680,YES,1,1769,09/2005,2009,No
1769,1,Visa,Debit,4206608050110882,11/2021,873,YES,2,1769,08/2010,2010,No
1770,0,Mastercard,Credit,5697281977143652,02/2024,18,YES,2,1770,04/2008,2008,No
1771,0,Visa,Credit,4084600800745908,11/2021,121,YES,2,1771,01/2020,2020,No
1771,1,Visa,Debit,4749157487981215,10/2024,568,YES,1,1771,02/2020,2020,No
1772,0,Amex,Credit,386220220724226,09/2017,281,NO,2,1772,08/1999,2010,No
1773,0,Visa,Credit,4478591356446764,10/2024,207,YES,2,1773,09/2013,2013,No
1773,1,Visa,Credit,4289888672554714,04/2020,736,YES,2,1773,01/1995,2015,No
1773,2,Visa,Debit (Prepaid),4418492072049483,05/2021,868,YES,2,1773,08/2006,2012,No
1773,3,Mastercard,Debit,5016047912098598,11/2013,561,NO,1,1773,02/2009,2017,No
1773,4,Mastercard,Debit,5663910895753021,08/2024,385,YES,2,1773,06/2006,2006,No
1774,0,Visa,Credit,4375233416487695,11/2023,566,YES,1,1774,05/2009,2015,No
1774,1,Mastercard,Credit,5350464215817716,12/2024,315,YES,1,1774,08/2005,2008,No
1774,2,Mastercard,Debit,5167461508736953,09/2021,218,YES,2,1774,09/2013,2013,No
1774,3,Visa,Debit (Prepaid),4031671355735386,05/2022,372,YES,2,1774,07/2013,2013,No
1775,0,Mastercard,Debit (Prepaid),5759154405195541,08/2023,644,YES,2,1775,06/2011,2011,No
1775,1,Mastercard,Debit,5147349032162324,07/2020,325,NO,2,1775,02/2005,2013,No
1776,0,Visa,Debit,4398726361408174,09/2022,592,YES,1,1776,07/2010,2011,No
1776,1,Mastercard,Debit,5166788218031494,10/2021,167,YES,1,1776,05/2016,2016,No
1776,2,Mastercard,Debit,5748345653201805,01/2021,704,YES,2,1776,04/2008,2010,No
1777,0,Mastercard,Credit,5124181575265453,02/2020,308,YES,2,1777,04/2007,2010,No
1777,1,Mastercard,Debit (Prepaid),5019509763985509,12/2013,156,YES,1,1777,05/2012,2012,No
1777,2,Mastercard,Credit,5578674156872455,02/2023,118,YES,1,1777,06/2009,2009,No
1777,3,Amex,Credit,304564349597311,11/2024,170,YES,2,1777,09/2004,2008,No
1777,4,Mastercard,Credit,5588638647228889,09/2012,525,YES,1,1777,11/2009,2009,No
1778,0,Amex,Credit,335921476257243,02/2022,743,NO,1,1778,06/2003,2007,No
1778,1,Visa,Debit,4564719638698318,12/2020,446,YES,1,1778,04/2006,2015,No
1778,2,Mastercard,Debit,5862160658521395,01/2023,117,YES,2,1778,11/2008,2013,No
1778,3,Discover,Credit,6494282265479617,07/2024,471,YES,1,1778,11/2002,2005,No
1778,4,Mastercard,Credit,5607170404260670,03/2020,51,YES,1,1778,12/2005,2010,No
1779,0,Visa,Debit,4692209881034936,10/2024,841,YES,1,1779,11/2011,2011,No
1779,1,Visa,Debit,4733764906350562,09/2021,982,YES,1,1779,04/1999,2008,No
1779,2,Visa,Debit,4318258273065778,10/2024,152,YES,1,1779,09/2014,2014,No
1780,0,Visa,Debit,4721815072237153,06/2021,106,YES,2,1780,03/2007,2019,No
1780,1,Visa,Debit,4559856655520965,04/2021,475,NO,2,1780,04/2009,2010,No
1780,2,Mastercard,Debit,5283029601327772,10/2023,972,YES,2,1780,11/2003,2012,No
1780,3,Mastercard,Debit,5489127405017818,02/2021,287,NO,2,1780,02/2009,2019,No
1780,4,Visa,Credit,4699987716360968,06/2022,973,YES,1,1780,10/2013,2013,No
1781,0,Mastercard,Debit,5112841703970154,06/2022,367,YES,1,1781,09/2010,2017,No
1781,1,Amex,Credit,396239738941168,10/2024,814,YES,1,1781,10/2002,2011,No
1782,0,Visa,Credit,4957171481250708,08/2023,860,YES,2,1782,04/2006,2006,No
1782,1,Visa,Debit,4848387288995352,09/2020,393,YES,1,1782,08/2009,2010,No
1783,0,Visa,Credit,4993894078039979,06/2022,784,YES,2,1783,09/2012,2012,No
1784,0,Visa,Credit,4213207721993381,01/2023,746,YES,1,1784,06/2010,2010,No
1785,0,Visa,Debit,4597915385582398,07/2006,864,YES,2,1785,09/2003,2020,No
1785,1,Mastercard,Debit,5814688468697564,11/2023,196,YES,2,1785,12/2003,2016,No
1785,2,Amex,Credit,385811228095330,01/2013,173,YES,1,1785,07/2001,2009,No
1786,0,Mastercard,Credit,5805568930094664,06/2023,887,YES,2,1786,02/2020,2020,No
1787,0,Mastercard,Credit,5677473176452050,01/2018,686,YES,2,1787,05/2017,2017,No
1788,0,Mastercard,Debit (Prepaid),5154212510711021,09/2022,821,YES,2,1788,02/2009,2013,No
1788,1,Mastercard,Debit,5134527149271246,02/2022,755,YES,2,1788,01/2010,2016,No
1788,2,Mastercard,Debit,5925144583646101,06/2023,273,NO,2,1788,02/2002,2011,No
1789,0,Visa,Debit,4755309590277505,07/2021,531,YES,2,1789,11/2014,2014,No
1789,1,Mastercard,Credit,5790469227539261,10/2022,1,NO,1,1789,05/2008,2016,No
1789,2,Mastercard,Debit,5164497134993115,09/2021,490,YES,1,1789,06/2008,2015,No
1789,3,Mastercard,Debit (Prepaid),5082923874323795,02/2021,774,YES,2,1789,02/2010,2010,No
1789,4,Visa,Debit,4551485171901900,11/2018,892,YES,2,1789,07/2009,2009,No
1790,0,Mastercard,Debit,5625635561969960,07/2023,310,YES,2,1790,01/2011,2011,No
1790,1,Visa,Debit,4771456546451310,10/2015,970,YES,1,1790,01/2013,2013,No
1790,2,Mastercard,Debit,5404831533605189,10/2021,72,YES,1,1790,08/2013,2013,No
1791,0,Mastercard,Debit,5435311573918660,02/2017,45,YES,2,1791,11/2003,2012,No
1791,1,Visa,Debit,4623830121488860,08/2023,233,YES,1,1791,09/2009,2009,No
1791,2,Visa,Debit,4139199465174934,10/2021,9,YES,2,1791,01/2010,2016,No
1791,3,Mastercard,Debit,5422145957568718,12/2020,242,YES,2,1791,05/2001,2018,No
1792,0,Mastercard,Debit,5306745473896520,05/2022,271,YES,1,1792,03/2011,2011,No
1792,1,Visa,Credit,4148318094287271,12/2020,313,YES,2,1792,12/2007,2009,No
1792,2,Mastercard,Debit (Prepaid),5993362497379576,03/2020,94,YES,2,1792,01/2004,2011,No
1792,3,Mastercard,Debit,5626378456369424,05/2023,982,NO,2,1792,11/2011,2011,No
1793,0,Visa,Credit,4402488714330108,11/2021,627,YES,1,1793,02/2020,2020,No
1794,0,Visa,Debit,4296121621030187,01/2023,314,YES,1,1794,09/2001,2008,No
1794,1,Discover,Credit,6974497425701266,12/2020,192,YES,1,1794,03/1997,2013,No
1794,2,Mastercard,Debit,5500175661325557,10/2020,43,YES,2,1794,11/2009,2020,No
1794,3,Mastercard,Credit,5647089735442965,03/2021,480,NO,1,1794,12/2008,2012,No
1795,0,Visa,Debit,4086633692001413,05/2020,881,YES,1,1795,04/1999,2018,No
1795,1,Visa,Debit,4842195195266314,09/2020,497,YES,2,1795,04/2008,2008,No
1795,2,Visa,Debit,4780096957038020,12/2007,604,YES,2,1795,05/2000,2013,No
1795,3,Amex,Credit,340045632784763,02/2020,218,YES,1,1795,01/2012,2012,No
1796,0,Mastercard,Credit,5428221818543241,09/2024,953,YES,1,1796,09/2015,2015,No
1797,0,Mastercard,Credit,5070662282651105,02/2020,516,YES,2,1797,02/2020,2020,No
1798,0,Mastercard,Credit,5801798801399788,06/2021,527,YES,2,1798,03/2017,2017,No
1799,0,Mastercard,Debit,5346665102858338,01/2024,734,YES,1,1799,01/2009,2010,No
1799,1,Visa,Credit,4889540259167879,07/2021,890,YES,2,1799,08/2019,2019,No
1799,2,Mastercard,Debit,5895798485445131,05/2024,48,NO,1,1799,12/2005,2005,No
1800,0,Mastercard,Debit,5356557830959677,04/2023,125,NO,2,1800,04/2007,2015,No
1800,1,Mastercard,Debit,5456509634452108,08/2012,557,YES,2,1800,03/2007,2016,No
1800,2,Mastercard,Debit,5176036831889983,11/2020,119,YES,1,1800,03/2002,2017,No
1801,0,Mastercard,Debit,5086512779429782,05/2024,613,YES,1,1801,07/2019,2019,No
1801,1,Mastercard,Debit,5568197772676119,12/2012,676,YES,1,1801,06/2012,2012,No
1801,2,Amex,Credit,351118771819506,05/2021,551,YES,1,1801,01/2011,2011,No
1802,0,Visa,Debit,4325994913282358,02/2021,114,NO,1,1802,07/2011,2011,No
1802,1,Visa,Debit,4573359573640504,10/2022,267,YES,2,1802,07/2017,2017,No
1802,2,Mastercard,Debit (Prepaid),5146076432064543,03/2022,662,YES,1,1802,01/2015,2015,No
1803,0,Amex,Credit,321390295697853,02/2020,287,YES,2,1803,02/2020,2020,No
1803,1,Visa,Credit,4037574014013949,05/2023,634,NO,1,1803,01/2020,2020,No
1804,0,Visa,Debit,4766814724627532,06/2020,723,YES,1,1804,01/2020,2020,No
1804,1,Visa,Debit,4777234942221867,06/2023,559,YES,1,1804,05/2013,2013,No
1804,2,Visa,Debit,4175156104515816,07/2022,655,NO,1,1804,01/2020,2020,No
1804,3,Visa,Debit,4092634167714573,04/2024,721,YES,1,1804,01/2011,2011,No
1805,0,Mastercard,Debit,5575214152731773,01/2016,88,YES,2,1805,01/2004,2010,No
1805,1,Discover,Credit,6731998965120910,07/2022,82,YES,2,1805,02/2020,2020,No
1806,0,Visa,Debit,4086123102379526,04/2024,744,YES,1,1806,02/2020,2020,No
1806,1,Mastercard,Debit,5674572566243618,10/2022,702,YES,2,1806,02/2020,2020,No
1807,0,Amex,Credit,308644614282116,07/2022,930,YES,2,1807,07/2008,2015,No
1807,1,Visa,Debit,4287552229905456,04/2003,482,YES,1,1807,01/2001,2011,No
1807,2,Mastercard,Debit (Prepaid),5200521526888417,05/2020,493,YES,2,1807,10/2009,2010,No
1808,0,Mastercard,Debit,5900781818896314,08/2024,694,YES,2,1808,05/2014,2014,No
1808,1,Visa,Credit,4737448001688514,06/2020,626,YES,2,1808,02/2010,2010,No
1808,2,Mastercard,Debit (Prepaid),5097151873275379,09/2006,617,YES,2,1808,08/2006,2014,No
1809,0,Visa,Debit,4470396121935962,11/2023,109,YES,1,1809,01/2017,2017,No
1809,1,Mastercard,Debit,5359387075130556,05/2020,975,YES,1,1809,09/2011,2011,No
1810,0,Mastercard,Debit,5359252107099592,10/2020,401,YES,2,1810,10/2000,2013,No
1810,1,Mastercard,Credit,5084097673104529,10/2007,908,YES,2,1810,01/2006,2008,No
1810,2,Mastercard,Credit,5637704480335686,09/2024,146,YES,1,1810,12/2003,2016,No
1811,0,Amex,Credit,337243144975638,07/2020,64,YES,1,1811,02/2020,2020,No
1811,1,Amex,Credit,366279021724239,07/2024,517,YES,2,1811,02/2020,2020,No
1812,0,Visa,Debit,4418732012686610,02/2020,79,YES,2,1812,02/2020,2020,No
1813,0,Visa,Credit,4745663916245954,08/2023,938,NO,2,1813,03/2010,2017,No
1813,1,Mastercard,Debit,5128104617797218,03/2017,726,YES,1,1813,12/2008,2011,No
1814,0,Visa,Debit,4170170540626885,07/2023,65,YES,1,1814,01/2020,2020,No
1814,1,Mastercard,Debit (Prepaid),5712463929886788,06/2020,814,YES,2,1814,05/2006,2009,No
1815,0,Visa,Debit,4887792862892213,06/2019,31,YES,2,1815,09/2011,2013,No
1815,1,Mastercard,Debit,5402670262764803,07/2021,292,NO,2,1815,02/2020,2020,No
1816,0,Mastercard,Debit,5641208271147811,12/2016,668,YES,2,1816,04/2009,2009,No
1816,1,Mastercard,Debit,5168276651669097,07/2022,939,YES,2,1816,04/2013,2013,No
1816,2,Visa,Debit,4005308847294610,10/2018,106,YES,1,1816,08/2014,2014,No
1816,3,Mastercard,Debit,5008326450243575,04/2020,382,NO,1,1816,06/2015,2015,No
1817,0,Mastercard,Debit (Prepaid),5826140028493879,04/2021,787,YES,2,1817,01/2020,2020,No
1818,0,Visa,Debit,4270247503047583,08/2023,977,NO,1,1818,02/2020,2020,No
1818,1,Mastercard,Debit,5941060191494195,11/2021,888,YES,2,1818,01/2020,2020,No
1818,2,Visa,Debit,4451428446253891,01/2023,354,YES,2,1818,02/2020,2020,No
1819,0,Visa,Credit,4958653958330137,11/2022,821,YES,2,1819,04/2012,2012,No
1820,0,Mastercard,Debit,5320717372996306,07/2024,264,YES,2,1820,10/2010,2017,No
1821,0,Mastercard,Credit,5376701080589928,10/2020,991,YES,1,1821,05/2010,2013,No
1821,1,Amex,Credit,337550322941360,04/2024,449,YES,2,1821,02/2016,2016,No
1821,2,Visa,Debit (Prepaid),4336821790834583,11/2020,943,YES,2,1821,07/2019,2019,No
1821,3,Mastercard,Credit,5028747805927867,07/2024,278,YES,1,1821,09/2010,2015,No
1822,0,Visa,Credit,4895717164008273,11/2022,687,YES,1,1822,12/2004,2011,No
1822,1,Mastercard,Debit,5627821887128376,07/2020,309,YES,2,1822,01/2007,2015,No
1822,2,Mastercard,Credit,5772874140116142,01/2021,811,YES,2,1822,06/2019,2019,No
1822,3,Mastercard,Debit,5107765857429099,09/2021,77,YES,2,1822,12/2005,2011,No
1822,4,Mastercard,Debit,5141288066109648,10/2024,209,YES,1,1822,02/2006,2011,No
1823,0,Visa,Debit (Prepaid),4405540956453724,10/2024,340,YES,2,1823,01/2002,2009,No
1823,1,Visa,Debit,4706797634213663,04/2023,754,YES,2,1823,03/2002,2011,No
1823,2,Visa,Credit,4497075414603384,10/2021,609,YES,2,1823,03/2016,2016,No
1824,0,Visa,Debit (Prepaid),4573104032868370,10/2023,912,YES,1,1824,10/2005,2007,No
1825,0,Visa,Credit,4287715741686227,12/2020,945,YES,1,1825,03/2010,2020,No
1825,1,Mastercard,Debit (Prepaid),5863932577604198,05/2023,815,YES,1,1825,10/2004,2012,No
1825,2,Discover,Credit,6890958566283018,08/2018,17,YES,2,1825,02/2010,2011,No
1825,3,Mastercard,Debit,5523521756936715,02/2023,646,YES,2,1825,09/2004,2005,No
1825,4,Mastercard,Credit,5283200338474521,09/2006,183,YES,1,1825,02/2005,2010,No
1826,0,Mastercard,Credit,5867990216480062,11/2023,890,NO,1,1826,01/2020,2020,No
1826,1,Mastercard,Debit,5278235755391641,01/2024,334,YES,1,1826,01/2020,2020,No
1827,0,Visa,Debit,4579828689268319,07/2023,234,YES,1,1827,05/2006,2011,No
1827,1,Mastercard,Debit,5728624930968573,07/2011,308,YES,1,1827,12/2004,2005,No
1827,2,Visa,Debit,4168297207560528,06/2018,37,YES,1,1827,05/2006,2009,No
